"","ID","logFC","AveExpr","t","P.Value","adj.P.Val","B","FC","FC_round"
"SP110","SP110",0.476223112608596,0.0500241957744451,21.7159639156076,8.86206675817088e-95,4.74422160221452e-93,205.25273067784,1.39109708806731,1.39
"FPR3","FPR3",0.47608827572147,-0.591019360962162,18.9417245275304,3.61379224169935e-74,1.37364407700282e-72,157.971477302141,1.39096707969366,1.39
"TDO2","TDO2",0.475308942524929,-0.736474035231357,14.6688948807431,1.60020403590136e-46,3.37362603445184e-45,94.6155491046298,1.39021589247053,1.39
"PRKCB","PRKCB",0.474714942734725,-0.69148593909211,23.6408076126072,3.96004233380293e-110,3.13887076458411e-108,240.480223946515,1.38964361770154,1.39
"DNMT1","DNMT1",0.474119305902642,0.443868722076498,18.5218080852105,3.21080304416296e-71,1.13994656689466e-69,151.209674502337,1.38907000231247,1.39
"DENND2D","DENND2D",0.473023252379882,0.539327806555618,16.7513825036271,2.51789794343151e-59,7.29334460951478e-58,123.94271894365,1.38801508992084,1.39
"PSME1","PSME1",0.471392418716026,1.63115667785652,18.2449695803555,2.65753633553084e-69,9.1185600774506e-68,146.812085818073,1.3864469533815,1.39
"MAP4K1","MAP4K1",0.471157840721614,-0.731668260761077,22.1063939699803,7.93114109307076e-98,4.48043744069881e-96,212.247494574176,1.38622153948793,1.39
"UBE2C","UBE2C",0.467748184123951,-0.58544802643916,18.3371272188954,6.14271371724012e-70,2.13636897138708e-68,148.270641480171,1.38294922042913,1.38
"ERAP2","ERAP2",0.46724763383318,0.289204570614823,11.8310467090897,2.42697655734413e-31,2.90583551508709e-30,59.89656084139,1.38246948247941,1.38
"RTP4","RTP4",0.465708996138018,-0.432143763218894,16.8261281465116,8.26097295651313e-60,2.42029938339103e-58,125.051927681256,1.3809958614355,1.38
"LAIR2","LAIR2",0.465058458356244,-0.856118082516898,20.1572062919507,5.78742083772872e-83,2.53975871526936e-81,178.145324334031,1.38037328532689,1.38
"KCNJ2","KCNJ2",0.464846886761745,-0.440998425133079,15.1091001549547,4.07555584376973e-49,9.26056855612121e-48,100.55488234423,1.38017086807632,1.38
"DOK2","DOK2",0.464570327957426,-0.695855947523592,28.4709040278703,9.28544744824234e-152,5.93398125989237e-149,336.052885222545,1.37990632026023,1.38
"DAPP1","DAPP1",0.463072577849105,-0.273600687439671,23.137229848306,4.89712760459842e-106,3.38331957817695e-104,231.08773689422,1.37847449832916,1.38
"CCR7","CCR7",0.461418523477104,-0.846561302327578,17.5086259420594,2.64464414899015e-64,8.21929678523533e-63,135.353910838191,1.376894978645,1.38
"SIT1","SIT1",0.460832063578925,-0.615082737290438,19.9616648964522,1.59566855193569e-81,6.71428433890637e-80,174.841015108724,1.37633538041806,1.38
"LHFPL2","LHFPL2",0.460021533750344,-0.120984409593379,17.7672570166401,4.83327253517124e-66,1.56889560863892e-64,139.338435485274,1.3755623497104,1.38
"RHOH","RHOH",0.459777708416267,-0.76227830984544,20.0965441354339,1.62322056540142e-82,6.94453149842238e-81,177.117875279128,1.37532988990471,1.38
"FGL2","FGL2",0.458166769839077,1.27790285844575,12.076314139195,1.52142325321964e-32,1.88793116070034e-31,62.6440917784574,1.37379502952169,1.37
"TUBB6","TUBB6",0.45413182788027,0.3450488283883,11.5940477396092,3.365314710371e-30,3.84044005731512e-29,57.2887616166888,1.36995815571211,1.37
"IGFLR1","IGFLR1",0.453481849345301,-0.256178506956917,15.6922606072467,1.2013576986211e-52,2.99606889473189e-51,108.64077795393,1.3693410863982,1.37
"ADCY7","ADCY7",0.453347769981743,-0.5827737433371,22.2750027482938,3.73592206138644e-99,2.18284589015293e-97,215.292577049264,1.36921383022499,1.37
"PMP22","PMP22",0.451667973955651,0.6852955961544,9.8216910823253,2.63026740782878e-22,1.98923700037347e-21,39.2891497882727,1.36762051950614,1.37
"RTN1","RTN1",0.451622103091629,-0.488931553121059,19.9389609813237,2.34190546803587e-81,9.81392762732244e-80,174.458794277718,1.36757703634733,1.37
"DLGAP5","DLGAP5",0.450463732445485,-0.96556321934684,22.8151764197617,1.90241899020261e-103,1.23115406169758e-101,225.144954911017,1.36647942025927,1.37
"B2M","B2M",0.448797679628834,3.98086682820538,15.4016906113953,7.11363764025303e-51,1.66446098104319e-49,104.581123283844,1.36490229357519,1.36
"APBB1IP","APBB1IP",0.44871193993712,-0.160259971018588,17.1075538939037,1.20229724012442e-61,3.65877657150958e-60,129.262151669991,1.36482117953433,1.36
"ST3GAL5","ST3GAL5",0.445868383089655,-0.187468731037242,18.5759049790193,1.34712527064383e-71,4.81620835396264e-70,152.074633218524,1.36213376165819,1.36
"SLC15A3","SLC15A3",0.445847268343603,-0.286773925065965,16.4697116875144,1.62226925908391e-57,4.48316302003595e-56,119.797096743982,1.36211382612283,1.36
"POSTN","POSTN",0.444495045778311,0.421180325283216,6.62894342636786,4.25339482872644e-11,1.59541313733411e-10,13.8772619040508,1.3608377295938,1.36
"COL4A1","COL4A1",0.442943709098259,1.41637036073839,12.4367139472015,2.37889555327133e-34,3.21748770267187e-33,66.770500661103,1.35937520093373,1.36
"CD8B","CD8B",0.442406789975428,-0.853439280627715,26.2194270489477,7.44241059079316e-132,1.40923422760852e-129,290.353686640273,1.35886938458299,1.36
"CD68","CD68",0.439096964392517,0.461357942391615,14.2088371198824,7.05538287238366e-44,1.36115641264383e-42,88.562551245924,1.35575544486843,1.36
"CTSC","CTSC",0.4388184802804,1.39409571128795,14.1095843559647,2.57018911930733e-43,4.87572982280473e-42,87.2776175115864,1.35549376800463,1.36
"SH2D1A","SH2D1A",0.438018457987268,-0.7440053674856,22.4701595273553,1.06830115362933e-100,6.50201148563089e-99,218.8351944421,1.35474231008556,1.35
"DUSP2","DUSP2",0.437965604138469,-0.71707365600008,19.0042122288941,1.30361248275263e-74,5.04902940763094e-73,158.986999460379,1.35469267933784,1.35
"LCN2","LCN2",0.437242673457642,-0.212641388153099,7.17948095306436,9.57071035846156e-13,4.02552502736608e-12,17.5924976094966,1.35401401646062,1.35
"ST8SIA4","ST8SIA4",0.435638325216327,-0.792109269807444,25.7308880341039,1.20597568703448e-127,1.76158591427537e-125,280.689312827318,1.35250912281781,1.35
"CCL13","CCL13",0.432467818533263,-0.614403088618712,14.8843255977337,8.75855491640286e-48,1.91359453034656e-46,97.5043155116696,1.34954007483869,1.35
"IFNAR2","IFNAR2",0.431409050494262,0.0731083630806509,18.0840835763183,3.38371880971708e-68,1.13810936938675e-66,144.278724873149,1.34855003489076,1.35
"CCNB2","CCNB2",0.430628434661994,-0.548497787001617,18.9796626696825,1.94643843546654e-74,7.42624365770349e-73,158.587745914401,1.34782055656639,1.35
"IFI35","IFI35",0.430208311441919,0.343073199548461,14.251615799386,4.03216692052556e-44,7.83819520197221e-43,89.1186713559697,1.34742811862482,1.35
"NCAPG","NCAPG",0.429422296405039,-0.807623560992623,18.8557089175982,1.46490705899162e-73,5.50686569051078e-72,156.577508433474,1.34669420724822,1.35
"MARCKS","MARCKS",0.42904760160835,0.617407099356929,13.7778216863525,1.83268444200339e-41,3.27608363977005e-40,83.0371478859882,1.34634449107354,1.35
"IL16","IL16",0.42877375670265,-0.695909714420077,24.3785056177537,3.23937512552159e-116,3.1545343484246e-114,254.452623121709,1.34608895918316,1.35
"RHOG","RHOG",0.428231630794222,0.428833928782962,17.5310172138122,1.87342741372327e-64,5.85804137777384e-63,135.697142922814,1.34558323026181,1.35
"PTPN7","PTPN7",0.426586513564603,-0.679080212382599,23.9607768676489,9.34712772256863e-113,8.09952381044612e-111,246.510042347709,1.34404972494326,1.34
"EVL","EVL",0.426230715718237,0.395233943724616,17.9394302285853,3.28630205824549e-67,1.09098826446624e-65,142.0151091345,1.34371829590199,1.34
"TLR7","TLR7",0.425753316162809,-0.760027414127741,20.1832397544894,3.71525337259356e-83,1.63743386787798e-81,178.586908693128,1.34327372211932,1.34
"SLPI","SLPI",0.422024826320683,0.679457212800491,5.16828960465841,2.57876183295598e-07,7.14769307182838e-07,5.40834412427369,1.33980665801659,1.34
"CD19","CD19",0.421312090656632,-0.686405050753131,15.8433001387841,1.40620536134482e-53,3.56785355328804e-52,110.77485459492,1.33914491584794,1.34
"CXCR6","CXCR6",0.419814587465652,-0.812511487788801,21.4068965355346,2.16707711862371e-92,1.08619429107488e-90,199.772472625029,1.33775561782667,1.34
"CD1C","CD1C",0.419594727841346,-0.44162546478252,13.7373552473959,3.0663652920117e-41,5.43389689962212e-40,82.5257015601374,1.3375517659874,1.34
"PIK3CG","PIK3CG",0.418908732776435,-0.660434437753858,21.9363055254358,1.70408799966133e-96,9.4697281502919e-95,209.190515801637,1.33691591726491,1.34
"CDC25B","CDC25B",0.417667304118921,0.121143085040543,16.3697441536914,7.02271237544411e-57,1.90470116814101e-55,118.338905608,1.33576600559519,1.34
"LY9","LY9",0.416818110888349,-0.874471464340578,24.346588880678,5.9709487209506e-116,5.75971232752075e-114,253.842993596098,1.33497998384941,1.33
"DDX60","DDX60",0.415801324630227,0.404035547021822,12.1247060359426,8.75831752774019e-33,1.09747299903362e-31,63.1920101109083,1.33403944475819,1.33
"CD180","CD180",0.415576411749067,-0.665636944796828,18.8830897445823,9.38710209349735e-74,3.55493032985224e-72,157.02074858664,1.33383148724823,1.33
"IL21R","IL21R",0.415369180093065,-0.937126083440328,26.3013111260394,1.4525166340904e-132,2.85615049684121e-130,291.982790449241,1.33363990673478,1.33
"C2","C2",0.414822621574744,-0.304761610417192,12.1067264243714,1.07553276061324e-32,1.33787378068983e-31,62.9882121584042,1.33313475895537,1.33
"NUSAP1","NUSAP1",0.414462051485199,-0.391940907551538,16.7179284113397,4.14126583744725e-59,1.19280121656051e-57,123.447500118923,1.33280161269646,1.33
"PTX3","PTX3",0.413519837918476,-0.717453704441687,10.8518280736828,9.38890948894137e-27,9.03183869603519e-26,49.4252426478565,1.33193145390107,1.33
"CD4","CD4",0.412731973883061,-0.283314623084004,17.0816935232023,1.7773773066108e-61,5.39278426115591e-60,128.873045985633,1.3312042770715,1.33
"MAP3K8","MAP3K8",0.412643364288239,-0.376355379721342,16.1028152122029,3.39647181023078e-55,8.9048523742589e-54,114.479331279258,1.33112251769346,1.33
"IKZF3","IKZF3",0.412008480831116,-0.811203265784497,22.4544742859563,1.42256993897707e-100,8.55633978002386e-99,218.549753570187,1.33053686257098,1.33
"CSK","CSK",0.411902755063941,0.302575884490891,17.0038923051138,5.74587122449291e-61,1.72291886423578e-59,127.705125927934,1.33043935972234,1.33
"PLEKHO2","PLEKHO2",0.411548986806287,-0.141340887090438,16.4898590248784,1.2064398912853e-57,3.3704502427301e-56,120.091814799868,1.33011315806599,1.33
"TLR1","TLR1",0.411453461952372,-0.457212492755312,19.2694351334471,1.67571929867541e-76,6.74575977517956e-75,163.323757628175,1.3300250904875,1.33
"LAT","LAT",0.410892071850169,-0.539414059471226,20.8611233316327,3.15436359792561e-88,1.47951228388942e-86,190.220723501844,1.32950764387113,1.33
"MX2","MX2",0.410607655723814,-0.336053361561255,13.9075946011424,3.48780719701581e-42,6.42573488098859e-41,84.6858192702436,1.32924556759532,1.33
"CCR1","CCR1",0.410185614188487,-0.266863273591355,14.816052037499,2.20753644808695e-47,4.78221614018835e-46,96.5850962235305,1.32885677108869,1.33
"MX1","MX1",0.409024168138722,0.6806199199261,9.50807531479325,4.95713512755767e-21,3.50530474960423e-20,36.3864309451116,1.3277874013932,1.33
"CFP","CFP",0.407676140913849,-0.839894630576442,18.7651329542981,6.3642986059075e-73,2.36636193619651e-71,155.114560912678,1.32654732115858,1.33
"ARL6IP5","ARL6IP5",0.406345256908223,2.10046621614506,14.2728614724794,3.05239767085364e-44,5.96764171787352e-43,89.3953785047284,1.3253241475244,1.33
"SDCBP","SDCBP",0.40430961292164,2.42174504861548,13.9777906733017,1.41409578510668e-42,2.64335089629173e-41,85.58299449922,1.32345543266201,1.32
"XBP1","XBP1",0.403614921706946,1.58383344025223,12.4746753250007,1.52586316965373e-34,2.09141433106024e-33,67.2112725563076,1.32281831149845,1.32
"LPAR6","LPAR6",0.402998471445,0.721041501941851,13.4870237856281,7.1993670448472e-40,1.23512630928796e-38,79.3899736509574,1.3222532041966,1.32
"NAGK","NAGK",0.401560755034431,0.964051019922737,16.0781413508065,4.84899153386476e-55,1.2616014868643e-53,114.125081386045,1.32093617034058,1.32
"FCHSD2","FCHSD2",0.401278874554049,0.329765407635527,14.7770552151904,3.7372822960969e-47,8.04499189001913e-46,96.0615993316223,1.32067810488759,1.32
"EBI3","EBI3",0.399234108901122,-0.653541498365786,17.8100025450538,2.48400559274221e-66,8.11468280696137e-65,140.001182879779,1.31880760257782,1.32
"TAP2","TAP2",0.398681182737798,-0.478015609983705,22.4240078174255,2.48034009300464e-100,1.47450450296351e-98,217.995677589815,1.31830225426226,1.32
"CCL11","CCL11",0.398381739667889,-0.489450520477629,11.7379127843678,6.85823759333939e-31,8.02351022790564e-30,58.8662268670635,1.31802865831976,1.32
"ZAP70","ZAP70",0.39813337009879,-0.956341351996312,22.1086587749401,7.6129630313282e-98,4.32458594418505e-96,212.288300431534,1.3178017704302,1.32
"APOBEC3C","APOBEC3C",0.397949922532004,-0.489127304278708,19.5026396359621,3.5184341235597e-78,1.43903955653592e-76,167.172035552963,1.31763421446567,1.32
"CLIC1","CLIC1",0.397135415216002,2.06947789908545,12.5316978732627,7.81401976190766e-35,1.08557543567263e-33,67.8755498787992,1.3168905231258,1.32
"ADAP2","ADAP2",0.396704163353466,0.015904554335172,16.1161111920523,2.80304246263529e-55,7.38688380939325e-54,114.670402625519,1.31649693570582,1.32
"CYBC1","CYBC1",0.396241225295869,0.158369142449169,14.4964033354454,1.59836076493248e-45,3.22988909514519e-44,92.3274554406414,1.31607456039784,1.32
"SAMD9","SAMD9",0.395133617891017,-0.208177579590476,15.6586161338286,1.93302216492276e-52,4.78575100153396e-51,108.167620286718,1.31506455172031,1.32
"IL32","IL32",0.392577296101482,0.628604564146572,8.12119315374444,7.65930769205421e-16,3.96538841272174e-15,24.5994788028374,1.3127364425246,1.31
"MYOF","MYOF",0.391186244024931,0.7241922154792,11.4532458418133,1.57020642100599e-29,1.73759314445738e-28,55.7615293438325,1.31147130704792,1.31
"REG1A","REG1A",0.389962172738991,-0.0914733450819272,4.93078297662929,8.81134774488876e-07,2.31074713237978e-06,4.22422157530448,1.3103590459781,1.31
"ETS1","ETS1",0.389509150925417,0.398212960817498,18.5359586260051,2.55871333526474e-71,9.11597346797282e-70,151.435751572425,1.30994764369096,1.31
"CTSK","CTSK",0.388888054575314,0.170324256645456,6.76936485783712,1.65929429671086e-11,6.42175782886773e-11,14.7979232558199,1.30938381795534,1.31
"GCNT1","GCNT1",0.388730465342585,-0.648609191518796,24.9640210365349,4.01601085561141e-121,4.88853702364604e-119,265.715962808886,1.30924079845642,1.31
"TPX2","TPX2",0.386822159061489,-0.819982986400355,18.8752878295409,1.0656751429724e-73,4.02085916490508e-72,156.894404371279,1.30751016189633,1.31
"RNF125","RNF125",0.385396317316257,-0.571892125904689,19.2219892000751,3.6629470476745e-76,1.46876994362634e-74,162.5448194062,1.30621856418532,1.31
"OAS3","OAS3",0.384941623484664,-0.375587517802088,14.7360525232195,6.49291170157779e-47,1.3860129884892e-45,95.5123911011552,1.30580694847823,1.31
"CNTRL","CNTRL",0.384614659900566,-0.46673593065293,15.5237833832427,1.28986539116865e-51,3.10326438228222e-50,106.279535494413,1.30551104190702,1.31
"DHRS9","DHRS9",0.383668131060417,-0.786068942936569,19.8383068661739,1.27853981316429e-80,5.3359467712673e-79,172.767898948438,1.30465479818032,1.3
"CASP3","CASP3",0.383183760998346,-0.0435232738902349,16.4830885513449,1.3327257089608e-57,3.69298655125318e-56,119.992744137452,1.30421684723673,1.3
"CD33","CD33",0.382354984102223,-0.63766680751772,19.7145163857285,1.02276694703587e-79,4.2168516263878e-78,170.696467211418,1.30346783628937,1.3
"PLA2G2D","PLA2G2D",0.382292203230548,-0.604300190450686,17.5692578493473,1.03894406864456e-64,3.27876638947243e-63,136.284089066723,1.30341111531638,1.3
"BCL11A","BCL11A",0.381814910250484,-0.765687515470234,15.8761241100641,8.80361479347407e-54,2.24481200157787e-52,111.240776574057,1.30297997355619,1.3
"WAS","WAS",0.381343584097151,-0.135088586615417,18.5793793865599,1.27395660574081e-71,4.57059869954378e-70,152.130248275386,1.30255436161817,1.3
"ADRB2","ADRB2",0.381188665066192,-0.398837852602667,13.4208310326038,1.6451794155663e-39,2.78971136387486e-38,78.5689624023639,1.30241449863962,1.3
"SOD2","SOD2",0.380880388827162,0.714017529218167,8.66519892008107,8.65250851215723e-18,5.06421863404738e-17,29.0169113335333,1.30213622739158,1.3
"CPA3","CPA3",0.38049032109659,-0.355384360946239,8.36900942702008,1.02679633085994e-16,5.59946265762285e-16,26.5785191747241,1.3017842107488,1.3
"PTPRE","PTPRE",0.38015091069724,-0.446377450401543,20.9839664414941,3.69863336180444e-89,1.78389274171936e-87,192.356447229983,1.30147798724587,1.3
"AHR","AHR",0.379664484545988,0.379295352220279,13.8490137488164,7.38757069634011e-42,1.34170355897118e-40,83.939989332625,1.30103924849836,1.3
"PMAIP1","PMAIP1",0.379651282794175,-0.82151192897686,15.0642860328432,7.53495607829519e-49,1.69329507473776e-47,99.9437200450002,1.30102734305876,1.3
"NINJ2","NINJ2",0.377051772310999,-0.715434089078975,14.8038317585607,2.60381881784008e-47,5.61688763974997e-46,96.4209289300871,1.29868520629203,1.3
"RPS4Y1","RPS4Y1",0.377007714266904,1.42735217920252,2.6820693177508,0.00737232679950614,0.0121388150603785,-4.26488116569054,1.29864554672795,1.3
"OAS2","OAS2",0.376682068139971,-0.607064784599601,17.1565833012768,5.72284466983622e-62,1.7519786451819e-60,130.001098491668,1.29835244863332,1.3
"CAV1","CAV1",0.376137291416371,0.657875886139381,8.02504227992552,1.64567375595357e-15,8.33020502704222e-15,23.8466922403518,1.29786226973509,1.3
"IFITM2","IFITM2",0.376072890185008,1.77589007761113,9.99130140356561,5.18682420835513e-23,4.07337001001776e-22,40.8948991255457,1.29780433506394,1.3
"IRF9","IRF9",0.375987771007192,1.24011547231138,12.6381509057927,2.22467743932747e-35,3.17700095211221e-34,69.1226661324863,1.29772776671368,1.3
"GLUL","GLUL",0.375960187814878,0.186729662316101,15.4366864510057,4.36530580806719e-51,1.03322342332146e-49,105.066845846746,1.2977029554186,1.3
"PRDM1","PRDM1",0.375936542107231,-0.625951349592464,20.3999309583548,9.14553523666419e-85,4.13774769003944e-83,182.277518421081,1.29768168629909,1.3
"RACGAP1","RACGAP1",0.375928624606311,0.117337510891579,16.1892955800395,9.7191000109925e-56,2.56790174709039e-54,115.724322948341,1.29767456465005,1.3
"CXCL1","CXCL1",0.375154705223609,-0.305305463364504,9.34128565689761,2.28178037033137e-20,1.54511286666479e-19,34.877977364546,1.29697862673832,1.3
"CCL21","CCL21",0.375061926524639,0.0209628067029534,7.43839453312841,1.46004660963678e-13,6.49111078598905e-13,19.4374209285502,1.2968952216409,1.3
"APOL6","APOL6",0.373414538479268,-0.426476316504132,20.1456147277102,7.04922030851199e-83,3.08026827583483e-81,177.948831503852,1.29541516502608,1.3
"SNX10","SNX10",0.373348532761206,1.38513354368127,9.16113656289471,1.1548816436854e-19,7.50709777920102e-19,33.2763876760054,1.29535589896516,1.3
"MFSD1","MFSD1",0.372091291300006,1.82749393507921,16.390481789002,5.18486333781374e-57,1.41373940344388e-55,118.640829774176,1.29422754842018,1.29
"TCF7","TCF7",0.372006631626759,-0.709417810550638,21.7392627692428,5.84255357494891e-95,3.14421633178171e-93,205.667907482033,1.2941516032873,1.29
"TNFSF10","TNFSF10",0.370454775986729,2.3683754428583,8.29231320932602,1.92367187950584e-16,1.03198032360689e-15,25.9600626692203,1.29276027896239,1.29
"BTN2A2","BTN2A2",0.369818366323029,-0.518663891430611,22.2168095030916,1.07420427495738e-98,6.24076063149953e-97,214.239959839595,1.29219013511687,1.29
"IL4R","IL4R",0.369788031934508,-0.0391825719018956,14.1320041636089,1.92054838157207e-43,3.6637326868609e-42,87.5672117860564,1.29216296555962,1.29
"SLC20A1","SLC20A1",0.36914475515523,0.956306359043104,10.2845159533276,2.95518692797785e-24,2.50346199988182e-23,43.7298636709103,1.29158693727876,1.29
"IFI6","IFI6",0.369091708591752,0.755622132481629,6.72764509926339,2.19890020149294e-11,8.44301710862385e-11,14.5224582791596,1.29153944769369,1.29
"FN1","FN1",0.368056863307053,0.167035071082374,11.1646475427413,3.50543770721468e-28,3.58072932630071e-27,52.6829722654482,1.29061335851144,1.29
"PRKCH","PRKCH",0.366961906134185,0.0369271007539744,17.5379817833818,1.68281249742143e-64,5.29438701111819e-63,135.803968859674,1.28963419785936,1.29
"ICAM2","ICAM2",0.366189797306984,0.363249559245872,11.6013248777427,3.10641765570131e-30,3.55292175945704e-29,57.3681425281593,1.28894418956564,1.29
"NDC80","NDC80",0.365859900880363,-0.653992578523748,17.7037116080802,1.2973275560107e-65,4.18459755842567e-64,138.355392319161,1.28864948454671,1.29
"CXorf21","CXorf21",0.365081531451105,-0.741384180126606,18.4027598196257,2.15731205663493e-70,7.55428622571649e-69,149.312666900732,1.2879544140015,1.29
"PRC1","PRC1",0.364879709762974,-0.687009157774187,14.9184223617712,5.51281176447739e-48,1.22009740891302e-46,97.9646749637299,1.28777425191182,1.29
"CDKN3","CDKN3",0.363591927570234,-0.780319604082258,16.7328348747168,3.31807623105187e-59,9.58399137358908e-58,123.668065288589,1.28662526839653,1.29
"ELF4","ELF4",0.363433023646024,-0.345233018225298,17.0373207119358,3.47236161268833e-61,1.04734210884184e-59,128.206440757153,1.28648356239539,1.29
"IL18","IL18",0.361787708996844,0.910239276743411,11.6394690562265,2.04042072036809e-30,2.34947093082924e-29,57.7849482836149,1.28501723467079,1.29
"HECA","HECA",0.361655958039613,0.208242562275457,13.0327090077339,1.9539521834847e-37,3.06428850860905e-36,73.8240419501588,1.2848998886513,1.28
"SQOR","SQOR",0.358249334996906,1.02337045177356,12.3127203234052,1.00649647379593e-33,1.32110737414164e-32,65.3389242860872,1.28186944519397,1.28
"IL1B","IL1B",0.357837652606535,-0.590807354498419,12.172045590525,5.09341307901801e-33,6.48569722701857e-32,63.7298634736069,1.28150370761607,1.28
"CTSZ","CTSZ",0.35761453238847,0.382836075474283,8.44311750679854,5.57015588446652e-17,3.08865747932051e-16,27.1811742343862,1.2813055317927,1.28
"LXN","LXN",0.357545593107024,0.68787982632357,10.5831319419964,1.48087577029254e-25,1.34118288319232e-24,46.6933717214423,1.28124430598286,1.28
"OAS1","OAS1",0.355998452775248,0.0459478829527824,9.40890092644467,1.2324069028492e-20,8.49148287172041e-20,35.4865287843818,1.27987104124015,1.28
"ALDH1A3","ALDH1A3",0.355627975780546,0.0452056436384834,7.94714579683273,3.03939574073087e-15,1.50790011882451e-14,23.2430189836835,1.27954241884428,1.28
"MELK","MELK",0.355248630062977,-0.733585235009454,17.7656340748833,4.95686561950063e-66,1.603922498715e-64,139.313295994194,1.27920601710018,1.28
"CTLA4","CTLA4",0.354650144937822,-0.944770346316367,21.7109769854149,9.6882650696341e-95,5.1595057467192e-93,205.163902596972,1.27867546353455,1.28
"PBK","PBK",0.354406877305698,-0.93634815447409,16.0553073501229,6.73876529177554e-55,1.7444019014786e-53,113.797627685328,1.27845987110553,1.28
"KIF20A","KIF20A",0.354398360645611,-0.860472170668125,16.0584837215773,6.43735397139231e-55,1.6706077248093e-53,113.843156886779,1.27845232399702,1.28
"MCTP1","MCTP1",0.353379016596612,-0.696574779231924,14.7542332407686,5.08324323891237e-47,1.08964700456769e-45,95.7557577947704,1.27754934557508,1.28
"RPS19","RPS19",0.353134608873434,3.36206211552218,11.4845007057334,1.11707773400886e-29,1.24695631334505e-28,56.0991149373444,1.27733293360247,1.28
"CD79A","CD79A",0.35166720292192,-0.659269122509648,14.1853803155899,9.5829785112869e-44,1.84530989223933e-42,88.2582028959066,1.27603438263812,1.28
"FAM49A","FAM49A",0.351119561550403,-0.749608675223934,18.5146761971015,3.59984316951201e-71,1.27364693454188e-69,151.095778943237,1.27555009692023,1.28
"UBASH3A","UBASH3A",0.350014911223551,-1.00592629112817,22.8958630782234,4.29176267795822e-104,2.84956320663135e-102,226.62908731085,1.27457380082865,1.27
"ACTR2","ACTR2",0.348726123660141,1.43925440353025,11.9908827017038,4.01448804387127e-32,4.90419835705898e-31,61.68146925294,1.27343570765769,1.27
"NECAP2","NECAP2",0.348542312764676,0.37721956270292,16.556994901535,4.48795249297681e-58,1.26766061438364e-56,121.075906345015,1.2732734720913,1.27
"PTAFR","PTAFR",0.34766094426731,-0.487650210949018,18.735154560875,1.03373532298346e-72,3.82968973822676e-71,154.631478640415,1.27249584385274,1.27
"RASGRP1","RASGRP1",0.34700226981875,0.192546952333582,10.7596528488645,2.4352168961251e-26,2.30556414471103e-25,48.4811470400827,1.27191500786937,1.27
"MIS18BP1","MIS18BP1",0.346711152476498,-0.377498904785421,14.1450874336345,1.61996483941711e-43,3.09610102486728e-42,87.7363835558074,1.27165837763903,1.27
"INPP5D","INPP5D",0.34540982436488,-0.577980829868071,19.0808659575717,3.71994069156921e-75,1.4573330870228e-73,160.236000759129,1.2705118438063,1.27
"ZNF267","ZNF267",0.345247152713333,-0.181712749886617,13.1413752329854,5.19036028906869e-38,8.2924115555824e-37,75.1405746222581,1.27036859481564,1.27
"SERPINB1","SERPINB1",0.343518227992552,0.729627537757963,13.4544188742122,1.08211450607131e-39,1.8471821076092e-38,78.9851369266473,1.26884709784898,1.27
"CFH","CFH",0.341393659227102,0.253428678376039,8.49147125279532,3.72743415140511e-17,2.09297167480051e-16,27.5770736816259,1.26697991949552,1.27
"JAK2","JAK2",0.341046510080982,-0.299602604154986,15.6556764434389,2.01497110768587e-52,4.96459748821397e-51,108.126316490735,1.2666750885564,1.27
"TLR4","TLR4",0.339899153374716,-0.519597500961418,18.1889229103904,6.4595283858799e-69,2.20898587778e-67,145.92768521157,1.26566811870971,1.27
"CDC7","CDC7",0.339788402485788,-0.441532405873583,11.097823044469,7.1245150134008e-28,7.19843537668213e-27,51.980110815297,1.26557096131673,1.27
"CDK1","CDK1",0.339660227661441,-0.633621268610674,16.3218414969729,1.4137960093582e-56,3.78430999887109e-55,117.642619399747,1.26545852790191,1.27
"DPEP2","DPEP2",0.339531276078575,-0.856150657375987,16.6080434859036,2.11155050648633e-58,5.99738998022855e-57,121.826261064829,1.26534542320343,1.27
"PSTPIP1","PSTPIP1",0.338700391644621,-0.897239735408124,21.9280156993991,1.97812165385974e-96,1.0874351564901e-94,209.041906981399,1.26461688869483,1.26
"CCNA2","CCNA2",0.338455864267736,-0.662387614741439,15.6428189325026,2.41604538730633e-52,5.93847694355944e-51,107.945736058518,1.2644025625644,1.26
"ORC6","ORC6",0.337376616092917,0.333645857459322,17.356116759853,2.74403968556833e-63,8.47667848487498e-62,133.024916272838,1.26345704474433,1.26
"TSPO","TSPO",0.336550792212478,0.721739181260895,11.2804145475408,1.01697270920932e-28,1.07184180742672e-27,53.9095042288892,1.26273402678235,1.26
"CXCL2","CXCL2",0.33594931628284,-0.299794498006158,7.19757680787972,8.40883062179891e-13,3.54704179488011e-12,17.7194185581329,1.26220768836697,1.26
"DGKA","DGKA",0.335753016934995,-0.725137068711664,18.8509109655675,1.58364471922169e-73,5.93141657657208e-72,156.499886834917,1.26203595859495,1.26
"CYP1B1","CYP1B1",0.334943129190809,0.839339101020865,9.21770459709595,6.9618803771115e-20,4.56901327701958e-19,33.7761931913765,1.26132768651432,1.26
"GNAI2","GNAI2",0.334008112103463,0.582210096198444,13.0686010149271,1.26241626814508e-37,1.99508598791089e-36,74.2578552692931,1.26051047926429,1.26
