"","Row","d.value","stdev","rawp","q.value","R.fold","logFC","FC_round"
"PDK1",1947,4.41428265501949,0.0206733809642887,3.03178484107579e-05,5.62992835351965e-05,1.06529880438143,0.0912581470112696,1.07
"KCNJ15",9387,-4.41079964221863,0.0474131692459194,3.03178484107579e-05,5.62992835351965e-05,0.865058743407962,-0.209129989946354,0.87
"EPS15L1",8166,-4.41079683687487,0.0151112194909667,3.03178484107579e-05,5.62992835351965e-05,0.954850967442189,-0.0666525191320775,0.95
"PEG10",2801,-4.40997156712555,0.0167874109672764,3.03178484107579e-05,5.62992835351965e-05,0.949979308099611,-0.0740320050513405,0.95
"PDSS1",2856,-4.40932968721137,0.0288433326539433,3.03178484107579e-05,5.62992835351965e-05,0.915619591111655,-0.127179762949145,0.92
"EPB42",9550,-4.40829292166246,0.00878363536361661,3.03178484107579e-05,5.62992835351965e-05,0.973517732228987,-0.0387208375998951,0.97
"SEPHS2",1549,-4.40612581933217,0.0273270160264531,3.12958435207824e-05,5.70781934363995e-05,0.919928557190738,-0.120406270879457,0.92
"MAPRE3",5706,-4.40489233409306,0.0143212131249539,3.12958435207824e-05,5.70781934363995e-05,0.957216120125137,-0.0630834019090221,0.96
"SLC7A10",3584,-4.40441601209033,0.0124723151874507,3.12958435207824e-05,5.70781934363995e-05,0.962638971220436,-0.0549332647194462,0.96
"IRF6",3629,-4.40422491191069,0.0151336020005515,3.12958435207824e-05,5.70781934363995e-05,0.954851452046766,-0.0666517869377703,0.95
"CFDP1",5518,-4.40367436940438,0.027582122267018,3.12958435207824e-05,5.70781934363995e-05,0.919255185717344,-0.121462684881045,0.92
"MORC4",2722,-4.40352266864386,0.0154576151575058,3.12958435207824e-05,5.70781934363995e-05,0.953914614944983,-0.0680679587492497,0.95
"MME",6573,-4.40050050164416,0.0614833944631354,3.12958435207824e-05,5.70781934363995e-05,0.828999014522385,-0.270557708177811,0.83
"EPB41L4B",2569,-4.39977874625653,0.012174152682171,3.12958435207824e-05,5.70781934363995e-05,0.963553329178009,-0.0535635782246986,0.96
"CTSV",7312,-4.39915434821064,0.0575150005357603,3.12958435207824e-05,5.70781934363995e-05,0.83913953691991,-0.253017364694227,0.84
"TRIP13",9001,-4.39817112618108,0.0144812040061542,3.12958435207824e-05,5.70781934363995e-05,0.956813192542142,-0.0636908133322052,0.96
"LXN",5332,4.39779823401272,0.0369986514052802,3.12958435207824e-05,5.70781934363995e-05,1.11938987518253,0.162712603810994,1.12
"RHBDL1",9672,-4.39736837995369,0.0210145108068475,3.12958435207824e-05,5.70781934363995e-05,0.937955546712328,-0.092408545342227,0.94
"S100PBP",6782,4.39493735780491,0.0132867460353525,3.12958435207824e-05,5.70781934363995e-05,1.04130624012736,0.0583944165144368,1.04
"IFRD2",2903,-4.39462183009721,0.0243877943679281,3.12958435207824e-05,5.70781934363995e-05,0.928404143419694,-0.107175133517218,0.93
"LIPA",2940,4.39369101099327,0.0304397860297408,3.12958435207824e-05,5.70781934363995e-05,1.09713648840776,0.133743014255432,1.1
"CRADD",5039,-4.39344996249673,0.0297820498317324,3.12958435207824e-05,5.70781934363995e-05,0.91329576862108,-0.130845945716301,0.91
"CHPT1",6872,-4.39107555335441,0.0291768701389996,3.12958435207824e-05,5.70781934363995e-05,0.91502442470081,-0.128117841190754,0.92
"PAPPA",4401,4.39073177413308,0.0394764003979263,3.12958435207824e-05,5.70781934363995e-05,1.12765854479858,0.173330285555574,1.13
"PDE10A",1548,-4.38992766849108,0.0156956455375449,3.12958435207824e-05,5.70781934363995e-05,0.953362808851272,-0.0689027486200975,0.95
"ASB8",3804,-4.38945612893959,0.0211039143078215,3.12958435207824e-05,5.70781934363995e-05,0.937808521863533,-0.0926347060030822,0.94
"BMP2",6647,4.38822247974489,0.0227757874761331,3.12958435207824e-05,5.70781934363995e-05,1.07173276935371,0.0999452225966594,1.07
"ABTB2",8291,-4.38778946307847,0.0179760740776332,3.12958435207824e-05,5.70781934363995e-05,0.946795511367469,-0.078875228425358,0.95
"PDZD3",5898,-4.38512524826166,0.0373828479300063,3.12958435207824e-05,5.70781934363995e-05,0.892591225587173,-0.163928470309797,0.89
"PFKL",4901,-4.38499771394652,0.0190645761962304,3.12958435207824e-05,5.70781934363995e-05,0.943701091551124,-0.0835981230378298,0.94
"IRF3",7056,4.38458699722831,0.0164057179355997,3.12958435207824e-05,5.70781934363995e-05,1.05112358104586,0.0719322975406256,1.05
"CYC1",7452,-4.38403715368567,0.0297501770071521,3.12958435207824e-05,5.70781934363995e-05,0.913561728421899,-0.130425881328085,0.91
"SH3BGRL",3326,4.38379567450408,0.0323158775981737,3.12958435207824e-05,5.70781934363995e-05,1.10317846870951,0.141666204432675,1.1
"PPP2R1A",3427,-4.38303838361949,0.0242987342976081,3.12958435207824e-05,5.70781934363995e-05,0.928837236299708,-0.106502285099787,0.93
"TEF",5386,-4.38233286616338,0.0240624289919476,3.12958435207824e-05,5.70781934363995e-05,0.929515241433398,-0.105449573411134,0.93
"TACC1",2149,4.38183515853836,0.0329207659257329,3.12958435207824e-05,5.70781934363995e-05,1.10515855836658,0.144253369579387,1.11
"OCRL",6994,-4.38179571779851,0.0136345409222799,3.12958435207824e-05,5.70781934363995e-05,0.959434502643992,-0.0597437730273946,0.96
"CD226",9514,4.38154269803013,0.0178532158177762,3.12958435207824e-05,5.70781934363995e-05,1.05571807998966,0.0782246274027335,1.06
"ADAR",9165,4.37965763338795,0.0236208497570291,3.22738386308068e-05,5.83090405289766e-05,1.0743404429325,0.103451234945482,1.07
"RPL11",6359,4.37914756834625,0.0284822762494152,3.22738386308068e-05,5.83090405289766e-05,1.09030222064855,0.124728090778588,1.09
"MRPS30",5494,-4.37880213589283,0.018780191170363,3.22738386308068e-05,5.83090405289766e-05,0.944593333515489,-0.0822347412092614,0.94
"GDPD3",4826,-4.37824407916186,0.0370750284165493,3.22738386308068e-05,5.83090405289766e-05,0.893584753947683,-0.162323523649515,0.89
"GCFC2",6622,-4.37801280760759,0.0147684520793395,3.22738386308068e-05,5.83090405289766e-05,0.956172969826706,-0.0646564723518872,0.96
"SMURF2",8013,4.3753164269749,0.0190767917698822,3.22738386308068e-05,5.83090405289766e-05,1.05956125917284,0.0834670004047451,1.06
"ATP6V1C1",4784,-4.37397303343616,0.0205878610960344,3.22738386308068e-05,5.83090405289766e-05,0.939489700485696,-0.0900507492501839,0.94
"AIPL1",4919,-4.3726335904196,0.00762941858034308,3.22738386308068e-05,5.83090405289766e-05,0.977141465275465,-0.0333606519597792,0.98
"RRAS2",1324,-4.37162345920257,0.0259177144881344,3.22738386308068e-05,5.83090405289766e-05,0.924469425059056,-0.113302488665243,0.92
"MLXIPL",8507,-4.37092777125346,0.0325469350942464,3.22738386308068e-05,5.83090405289766e-05,0.906098438056758,-0.142260302472626,0.91
"HGFAC",8686,-4.36673062127858,0.0102860993239364,3.22738386308068e-05,5.83090405289766e-05,0.969345834996227,-0.0449166248913449,0.97
"WIPI2",4800,-4.36658746136895,0.0136732931039037,3.22738386308068e-05,5.83090405289766e-05,0.959459869062517,-0.0597056302231286,0.96
"STOML2",6812,-4.36573410248196,0.0236939977597918,3.22738386308068e-05,5.83090405289766e-05,0.930809800421542,-0.103441694044055,0.93
"SRSF5",3473,4.36568458034536,0.0332053285078233,3.22738386308068e-05,5.83090405289766e-05,1.10570305487295,0.144963990651908,1.11
"KLC1",2463,4.3654227180115,0.0196609183398062,3.22738386308068e-05,5.83090405289766e-05,1.06129683375098,0.0858282195775591,1.06
"POP5",4041,-4.36537244644235,0.0238179153243273,3.22738386308068e-05,5.83090405289766e-05,0.930466380279054,-0.103974071288515,0.93
"PAK4",763,-4.36328275038113,0.0195953895527107,3.22738386308068e-05,5.83090405289766e-05,0.942457701181499,-0.0855002252223413,0.94
"REEP2",4612,-4.36161713981857,0.0109521796856316,3.32518337408313e-05,6.00096721210987e-05,0.967431075468257,-0.0477692146352235,0.97
"MAP2K4",8768,-4.36078127989304,0.0167564624228778,3.32518337408313e-05,6.00096721210987e-05,0.95061214080807,-0.0730712676509167,0.95
"CLDN4",7413,4.35793457625813,0.0274955639232366,3.42298288508557e-05,6.16046716617579e-05,1.08660219670337,0.119823868714789,1.09
"MARCH5",5830,-4.35782625377911,0.0135070072891788,3.42298288508557e-05,6.16046716617579e-05,0.960021625157189,-0.0588611909747687,0.96
"NOL3",880,-4.35674185030227,0.0154799100907903,3.42298288508557e-05,6.16046716617579e-05,0.954328609125719,-0.0674419721314624,0.95
"NT5M",7402,-4.35633018303415,0.0127533438245676,3.42298288508557e-05,6.16046716617579e-05,0.962222355516336,-0.0555577766375761,0.96
"OSBP",4077,-4.35596829145221,0.016718771377724,3.42298288508557e-05,6.16046716617579e-05,0.950773476216838,-0.0728264379934036,0.95
"FBXO28",5564,-4.35436538844071,0.0172558600164103,3.52078239608802e-05,6.30179808075519e-05,0.9492511063375,-0.075138319603235,0.95
"PLXNB3",3917,-4.35422238951621,0.0132773642271795,3.52078239608802e-05,6.30179808075519e-05,0.960719651548159,-0.0578125965917468,0.96
"VEGFA",594,-4.35275486281452,0.0253559877251728,3.52078239608802e-05,6.30179808075519e-05,0.92635148353675,-0.110368398872211,0.93
"ALLC",6013,-4.35193049010501,0.0206857257383919,3.52078239608802e-05,6.30179808075519e-05,0.939507874935902,-0.0900228405508571,0.94
"PIK3IP1",5776,4.35115377203484,0.0237219082998156,3.52078239608802e-05,6.30179808075519e-05,1.07416652736988,0.103217670778607,1.07
"ARHGEF7",1660,-4.34980707150719,0.00889978607472638,3.52078239608802e-05,6.30179808075519e-05,0.973523457981099,-0.0387123524027458,0.97
"NPC1",9005,4.34959407147692,0.0292590278170184,3.52078239608802e-05,6.30179808075519e-05,1.09222107057175,0.127264893930082,1.09
"GNB3",9716,-4.34928732689361,0.0155920530365592,3.52078239608802e-05,6.30179808075519e-05,0.954082337325354,-0.0678143186721596,0.95
"SLC18A2",7506,4.34828968285668,0.0115237370499306,3.52078239608802e-05,6.30179808075519e-05,1.03534281906214,0.0501085469221669,1.04
"SEMA6D",8718,-4.34663798699489,0.0296868251242399,3.52078239608802e-05,6.30179808075519e-05,0.914441078100203,-0.129037881798296,0.91
"FOLH1",6893,-4.34412511458773,0.0459528153851079,3.61858190709046e-05,6.46269871443914e-05,0.87077700823188,-0.199624779400461,0.87
"C17orf75",1386,-4.34109242562599,0.0209130411349392,3.61858190709046e-05,6.46269871443914e-05,0.939011385355019,-0.0907854444676893,0.94
"IMPA2",1606,-4.33994871650334,0.031950941854561,3.61858190709046e-05,6.46269871443914e-05,0.908359035418418,-0.138665449092774,0.91
"PRPF4",415,-4.33983259216621,0.0189331998640359,3.61858190709046e-05,6.46269871443914e-05,0.944637741379145,-0.0821669178439394,0.94
"PSMA4",5981,4.33903327895536,0.0221557537909902,3.71638141809291e-05,6.56564970218065e-05,1.06890567809959,0.0961345530194503,1.07
"CNPPD1",5338,-4.33783866887271,0.0225238597863985,3.71638141809291e-05,6.56564970218065e-05,0.934518500433959,-0.0977048699537056,0.93
"NFKB2",6530,4.3366224052136,0.0192940299693068,3.71638141809291e-05,6.56564970218065e-05,1.05971103676119,0.0836709226517576,1.06
"ABCB9",6916,-4.33646113599657,0.0130263705581253,3.71638141809291e-05,6.56564970218065e-05,0.961601899060001,-0.0564883496684002,0.96
"CXCR3",6093,4.33560283282261,0.0128852198853817,3.71638141809291e-05,6.56564970218065e-05,1.03948230231975,0.0558651958366028,1.04
"CLN6",10125,-4.333170684826,0.0185511295436523,3.71638141809291e-05,6.56564970218065e-05,0.945805075754045,-0.0803852107089636,0.95
"MAPKAP1",144,-4.33307805702121,0.0198349021782186,3.71638141809291e-05,6.56564970218065e-05,0.94216642133565,-0.0859461793916012,0.94
"CRELD2",538,4.3314459582857,0.0260621458732028,3.71638141809291e-05,6.56564970218065e-05,1.0813898920101,0.112886776406737,1.08
"CLN8",7341,-4.3313677726594,0.0167835577691927,3.71638141809291e-05,6.56564970218065e-05,0.950859599494595,-0.0726957612320487,0.95
"RSU1",6881,4.33130860816953,0.0192819410963183,3.71638141809291e-05,6.56564970218065e-05,1.05959727415718,0.0835160374527009,1.06
"CYP11B2",5283,-4.3311771544209,0.0147327729015531,3.71638141809291e-05,6.56564970218065e-05,0.956733984335412,-0.0638102494124787,0.96
"HPD",2359,-4.33105750526212,0.0952308975756658,3.71638141809291e-05,6.56564970218065e-05,0.751346088254411,-0.412450493677935,0.75
"BLVRA",638,4.32954961363385,0.0205366057604982,3.71638141809291e-05,6.56564970218065e-05,1.06356945784901,0.0889142535357166,1.06
"CBR3",6281,4.32915150574944,0.0234850094348805,3.71638141809291e-05,6.56564970218065e-05,1.07301494039043,0.101670163957553,1.07
"AIFM1",9571,-4.32833806004717,0.0422297862317466,3.71638141809291e-05,6.56564970218065e-05,0.881000784535256,-0.182784791014524,0.88
"ZHX3",2806,-4.32769634778939,0.0200441484899898,3.71638141809291e-05,6.56564970218065e-05,0.941644895642445,-0.0867449882146772,0.94
"KHDRBS3",6399,-4.32637852579478,0.0195725442869367,3.71638141809291e-05,6.56564970218065e-05,0.942994828882213,-0.0846782352981704,0.94
"GLYAT",559,-4.32602568959514,0.0711407744321276,3.71638141809291e-05,6.56564970218065e-05,0.807896946111739,-0.307756817771078,0.81
"NDUFS8",5777,-4.32562197649615,0.0243854568888362,3.71638141809291e-05,6.56564970218065e-05,0.929494176701893,-0.105482268225249,0.93
"EGFL7",6842,4.32475285190659,0.019775232830555,3.71638141809291e-05,6.56564970218065e-05,1.06107232333895,0.0855229945810593,1.06
"SNX5",9352,-4.32269812522353,0.0205180502149984,3.81418092909535e-05,6.69862183208094e-05,0.94037406948884,-0.0886933371976147,0.94
"ABHD14A",4003,-4.32091259131256,0.043944525002059,3.81418092909535e-05,6.69862183208094e-05,0.876678364061249,-0.189880451400648,0.88
"HSPG2",8348,4.32084210193007,0.018854123364894,3.81418092909535e-05,6.69862183208094e-05,1.05809245199513,0.0814656900300171,1.06
"SLC28A1",4251,-4.3206142990741,0.0357550116007761,3.81418092909535e-05,6.69862183208094e-05,0.898453900049995,-0.154483614385874,0.9
"USP46",4624,-4.31951577482099,0.0135968602414426,3.81418092909535e-05,6.69862183208094e-05,0.960107695661597,-0.058731852300948,0.96
"HNRNPDL",3609,4.31942144687259,0.0254819901610204,3.81418092909535e-05,6.69862183208094e-05,1.07927869820011,0.110067454810508,1.08
"ITPR3",1300,4.31851885754529,0.0305750468402133,3.81418092909535e-05,6.69862183208094e-05,1.09584132610373,0.132038916349792,1.1
"PTH1R",10176,-4.31804983913546,0.0556232059488505,3.81418092909535e-05,6.69862183208094e-05,0.846637457876503,-0.240183775499633,0.85
"CDKN1B",5658,4.31784340042533,0.0241426637058308,3.81418092909535e-05,6.69862183208094e-05,1.07493113798918,0.104244241150912,1.07
"TSPAN4",10037,4.31761827441256,0.0215218305717511,3.81418092909535e-05,6.69862183208094e-05,1.06652889238514,0.0929230489754039,1.07
"KCNMB4",4965,-4.31685473813515,0.0201422387440526,3.81418092909535e-05,6.69862183208094e-05,0.941510364155568,-0.0869511187589131,0.94
"XCL1",2275,4.3153446782801,0.0129587116465714,3.9119804400978e-05,6.86300971241043e-05,1.03952273224348,0.0559213073413972,1.04
"GAL3ST1",10161,-4.31353386248311,0.0351789654832904,3.9119804400978e-05,6.86300971241043e-05,0.9001606103808,-0.151745658859297,0.9
"TLE4",6597,4.31198303646046,0.0140658311381789,4.00977995110024e-05,7.0120140944018e-05,1.04293672000969,0.0606516252615447,1.04
"SMTN",5026,-4.31189411062028,0.0207896350954679,4.00977995110024e-05,7.0120140944018e-05,0.939755458289806,-0.0896427051300929,0.94
"HDC",1903,4.31179028281604,0.018753579143005,4.00977995110024e-05,7.0120140944018e-05,1.05764942369665,0.0808615003168303,1.06
"CA12",7093,-4.30955602986477,0.0350689016792555,4.00977995110024e-05,7.0120140944018e-05,0.900543957048379,-0.15113139669257,0.9
"SIGMAR1",5482,-4.30893520915453,0.0190519303902442,4.00977995110024e-05,7.0120140944018e-05,0.944685792581966,-0.0820935336608841,0.94
"RAB8B",6121,4.30741114090368,0.0236218860115436,4.00977995110024e-05,7.0120140944018e-05,1.07307370701932,0.10174917497528,1.07
"ANGPTL3",5606,-4.30475341403864,0.0527912727029535,4.10757946210269e-05,7.12966168212829e-05,0.854259675805028,-0.227253411399485,0.85
"OSMR",3395,4.30374793149189,0.0269537281423667,4.10757946210269e-05,7.12966168212829e-05,1.08372750807424,0.116002051738706,1.08
"TNS1",7807,-4.29984340914675,0.02418227359274,4.10757946210269e-05,7.12966168212829e-05,0.930462563189799,-0.103979989725927,0.93
"SPINK1",5572,-4.29915308103898,0.0825329377553437,4.10757946210269e-05,7.12966168212829e-05,0.781966260684262,-0.354821733638085,0.78
"PARD3",7985,-4.2986121729489,0.0163106820365878,4.10757946210269e-05,7.12966168212829e-05,0.952563189322303,-0.0701132963515755,0.95
"SLC37A4",9731,-4.29822605804662,0.0421020181880762,4.10757946210269e-05,7.12966168212829e-05,0.882113381652761,-0.180963991672341,0.88
"VTN",1690,-4.29585706846537,0.0238220967200758,4.10757946210269e-05,7.12966168212829e-05,0.931523246314907,-0.102336322580603,0.93
"CACNB4",2649,-4.29476494014878,0.0126627867609275,4.10757946210269e-05,7.12966168212829e-05,0.963005743322422,-0.0543836926254111,0.96
"GMPR2",4158,-4.29392807727667,0.0261495622868449,4.10757946210269e-05,7.12966168212829e-05,0.925122078434064,-0.112284339711979,0.93
"TRIM21",277,4.29373180026292,0.0193171811991011,4.10757946210269e-05,7.12966168212829e-05,1.05917633608845,0.0829427952060216,1.06
"JUN",6879,4.2929645139353,0.0442153403909965,4.10757946210269e-05,7.12966168212829e-05,1.14061735344771,0.189814887270118,1.14
"PROC",1988,-4.29023730308745,0.0388054499127316,4.10757946210269e-05,7.12966168212829e-05,0.891011162689615,-0.166484588778693,0.89
"NDUFA10",9479,-4.28959385879674,0.0203614268773342,4.10757946210269e-05,7.12966168212829e-05,0.941255143348364,-0.0873422516893519,0.94
"TUB",9320,-4.28951890055331,0.0157222432362754,4.10757946210269e-05,7.12966168212829e-05,0.954329345106837,-0.0674408595211001,0.95
"DDC",587,-4.28696180912213,0.0674139177326843,4.20537897310513e-05,7.28781073753472e-05,0.818468676266158,-0.289000890723318,0.82
"NEFH",3652,-4.28660273466028,0.02470700930777,4.20537897310513e-05,7.28781073753472e-05,0.929219198112549,-0.105909133663963,0.93
"ZFP36L2",9769,4.28564495086166,0.0261339452784962,4.20537897310513e-05,7.28781073753472e-05,1.08072600928305,0.112000810628882,1.08
"PEX14",3716,-4.28258130500934,0.0183631403025299,4.30317848410758e-05,7.44152042005624e-05,0.946948819643179,-0.0786416413608781,0.95
"SET",4555,4.28107932939487,0.0272838972542061,4.30317848410758e-05,7.44152042005624e-05,1.08433048243511,0.116804528560315,1.08
"ATG4A",4087,-4.28014284956662,0.0173829545326123,4.30317848410758e-05,7.44152042005624e-05,0.949736017097637,-0.0744015285471024,0.95
"NPLOC4",392,-4.28006761622792,0.0240523993059886,4.30317848410758e-05,7.44152042005624e-05,0.931129738847238,-0.102945895362144,0.93
"TMED1",1978,-4.27972461079987,0.0193048391097343,4.40097799511002e-05,7.56265442297671e-05,0.944341517985503,-0.082619395045462,0.94
"KCNQ4",8595,-4.27932710700569,0.0080255054486752,4.40097799511002e-05,7.56265442297671e-05,0.97647582817683,-0.034343763013937,0.98
"CLUH",6478,-4.27865724097629,0.0249309342110846,4.40097799511002e-05,7.56265442297671e-05,0.928728670562048,-0.106670922186561,0.93
"UBE2I",5442,4.27807737134034,0.018164975326501,4.40097799511002e-05,7.56265442297671e-05,1.05534241506473,0.0777111698952592,1.06
"GREB1",2899,-4.27801319874578,0.00922886778973008,4.40097799511002e-05,7.56265442297671e-05,0.973004769371688,-0.0394812182139465,0.97
"AMDHD2",4824,-4.2772202179536,0.0174428230028725,4.40097799511002e-05,7.56265442297671e-05,0.949600898264077,-0.0746067952060725,0.95
"PNPLA2",6216,-4.27718996953049,0.017720460229667,4.40097799511002e-05,7.56265442297671e-05,0.948819933991557,-0.0757937747497955,0.95
"FAM155B",10115,-4.27616967704723,0.0136379849177631,4.40097799511002e-05,7.56265442297671e-05,0.960382927485355,-0.0583183375613666,0.96
"TBC1D10B",3855,-4.27478934989189,0.0185131616771914,4.40097799511002e-05,7.56265442297671e-05,0.946621853711084,-0.0791398663704846,0.95
"UBOX5",9625,-4.27309137691871,0.0133259288328936,4.40097799511002e-05,7.56265442297671e-05,0.961298966883911,-0.0569429115852698,0.96
"ZNF219",8664,-4.2728603139385,0.0163090327768748,4.40097799511002e-05,7.56265442297671e-05,0.952845215986263,-0.0696862189110307,0.95
"SMUG1",9792,-4.27262667637572,0.018818002923116,4.40097799511002e-05,7.56265442297671e-05,0.945793871544035,-0.0804023012854216,0.95
"AVPR1A",4090,-4.26988980920947,0.0169580746280808,4.49877750611247e-05,7.69432406878818e-05,0.951048545953525,-0.0724091100382558,0.95
"NMT2",15,4.26870625010198,0.0171867400032373,4.49877750611247e-05,7.69432406878818e-05,1.05216804804015,0.0733651444706967,1.05
"TOMM34",8458,-4.26751012838975,0.0180288519885079,4.49877750611247e-05,7.69432406878818e-05,0.948067504874242,-0.0769383084641977,0.95
"C12orf49",7309,-4.26732483035656,0.0221013854647158,4.49877750611247e-05,7.69432406878818e-05,0.936717685495835,-0.0943137909788626,0.94
"PRMT5",4609,-4.26615487099857,0.0184561511300479,4.49877750611247e-05,7.69432406878818e-05,0.946886362588246,-0.0787367990433399,0.95
"SLC22A2",4903,-4.26572679534915,0.0463387320939159,4.49877750611247e-05,7.69432406878818e-05,0.871958651543324,-0.197668371155523,0.87
"CTDP1",2437,-4.26525717702611,0.0149917698877357,4.49877750611247e-05,7.69432406878818e-05,0.956645453795108,-0.063943754109989,0.96
"ZNF430",10070,4.26490013048891,0.0198028787402819,4.49877750611247e-05,7.69432406878818e-05,1.06028881655394,0.0844573001234842,1.06
"GDPD2",3269,-4.26160266260591,0.0147131280831066,4.49877750611247e-05,7.69432406878818e-05,0.957469538536792,-0.0627015058142295,0.96
"OSGIN1",4404,-4.25894524616456,0.0218061222948464,4.59657701711491e-05,7.80039640483722e-05,0.937654881479807,-0.0928710808849187,0.94
"SMG5",8873,-4.25776866130911,0.0164268952413382,4.59657701711491e-05,7.80039640483722e-05,0.952676350262955,-0.0699419197611774,0.95
"WDR77",7134,-4.25711574309695,0.0148959941232205,4.59657701711491e-05,7.80039640483722e-05,0.956996815357465,-0.0634139710910419,0.96
"CRY2",8224,-4.25617549510764,0.0204275387688307,4.59657701711491e-05,7.80039640483722e-05,0.94151553856307,-0.0869431899332586,0.94
"NCDN",6134,-4.25575143303498,0.0132732313484663,4.59657701711491e-05,7.80039640483722e-05,0.961602416512758,-0.0564875733322405,0.96
"CCDC130",3770,4.25518967550415,0.0164199071728467,4.59657701711491e-05,7.80039640483722e-05,1.04962196748397,0.0698698194746336,1.05
"MYO9B",9484,4.25480673491878,0.0142954121620972,4.59657701711491e-05,7.80039640483722e-05,1.04306149477098,0.0608242159457313,1.04
"SYN2",8088,-4.2539494221161,0.0148579773413719,4.59657701711491e-05,7.80039640483722e-05,0.95713538839485,-0.0632050841251435,0.96
"KCNE4",811,4.25261671491405,0.0167252833298107,4.59657701711491e-05,7.80039640483722e-05,1.05053645001233,0.0711262194500265,1.05
"RPS11",3628,4.25248631125186,0.0180649736915455,4.59657701711491e-05,7.80039640483722e-05,1.05469148884513,0.0768210533364143,1.05
"SHC1",1934,4.25241062584597,0.015710058375626,4.59657701711491e-05,7.80039640483722e-05,1.0473949973252,0.0668056191691727,1.05
"PTGES2",847,-4.25100831360856,0.0183289379472287,4.59657701711491e-05,7.80039640483722e-05,0.947424925153313,-0.0779164675932844,0.95
"CPNE6",6804,-4.25037011063078,0.0368542811274233,4.59657701711491e-05,7.80039640483722e-05,0.897109295164724,-0.156644334952783,0.9
"PFN1",575,4.24950884183411,0.0372010710828252,4.59657701711491e-05,7.80039640483722e-05,1.11580605119961,0.158086280492164,1.12
"PEMT",192,-4.24908592144323,0.0208589637160135,4.59657701711491e-05,7.80039640483722e-05,0.940414357984888,-0.088631529061608,0.94
"TREH",1115,-4.24739564595859,0.0430852775120892,4.69437652811736e-05,7.93342642104375e-05,0.880869239734103,-0.183000220109765,0.88
"RCC1L",3478,-4.2466347487906,0.0123208260393102,4.69437652811736e-05,7.93342642104375e-05,0.964382884586427,-0.0523220479923378,0.96
"CHKA",1171,-4.2460373489386,0.0147407415394838,4.69437652811736e-05,7.93342642104375e-05,0.957543717306419,-0.062589739127699,0.96
"RETREG2",5360,-4.2424411242754,0.020961396798266,4.69437652811736e-05,7.93342642104375e-05,0.940221455775425,-0.0889274917992186,0.94
"GABRE",1439,4.24075078965919,0.0189610902744234,4.69437652811736e-05,7.93342642104375e-05,1.05731793418182,0.08040925855406,1.06
"FUZ",5428,-4.24040457638446,0.0227659246574082,4.69437652811736e-05,7.93342642104375e-05,0.935275479147173,-0.0965367311028977,0.94
"VRK2",1925,4.24007101866068,0.0199510615827789,4.69437652811736e-05,7.93342642104375e-05,1.06038922673799,0.0845939180086549,1.06
"ANGPTL8",6071,-4.23946346581666,0.0174678824913177,4.69437652811736e-05,7.93342642104375e-05,0.949964528998617,-0.0740544496471199,0.95
"CPEB1",8836,-4.23815709932255,0.0130645329035348,4.7921760391198e-05,8.04053174823909e-05,0.962347908419896,-0.0553695428744491,0.96
"MAP6D1",3544,-4.23474263139182,0.0147208452314543,4.7921760391198e-05,8.04053174823909e-05,0.957710158083615,-0.0623389908717601,0.96
"LRBA",3959,-4.2336314958201,0.0227887850152621,4.7921760391198e-05,8.04053174823909e-05,0.935312699863729,-0.0964793179920875,0.94
"CPS1",328,-4.2327826385705,0.0251821705974145,4.7921760391198e-05,8.04053174823909e-05,0.928780343970313,-0.106590654506257,0.93
"TMEM106C",3739,-4.23147743372808,0.02427962796447,4.7921760391198e-05,8.04053174823909e-05,0.931263475799453,-0.102738697830968,0.93
"ATF3",5544,4.22813104672663,0.0208353835663385,4.7921760391198e-05,8.04053174823909e-05,1.06296546989494,0.0880947321272937,1.06
"ALDH8A1",7135,-4.22804939470581,0.0478413658763726,4.7921760391198e-05,8.04053174823909e-05,0.869178468910736,-0.202275658035496,0.87
"FKBP4",8536,-4.22749239821912,0.0176941201274794,4.7921760391198e-05,8.04053174823909e-05,0.949472579634449,-0.0748017583320951,0.95
"GPR137",8111,-4.22677862172211,0.0151908604351857,4.7921760391198e-05,8.04053174823909e-05,0.956469981492156,-0.0642084041330073,0.96
"IFNW1",6817,-4.22570096187963,0.0118441170067633,4.7921760391198e-05,8.04053174823909e-05,0.965903055814204,-0.0500496966280958,0.97
"CFAP410",2803,-4.22468995489512,0.0151225874510241,4.7921760391198e-05,8.04053174823909e-05,0.956682263507242,-0.0638882432963641,0.96
"HGF",1847,4.22394318528836,0.0207586394520963,4.7921760391198e-05,8.04053174823909e-05,1.06266238346816,0.0876833136495404,1.06
"FAM50B",546,-4.22128711535906,0.0228997583950783,4.7921760391198e-05,8.04053174823909e-05,0.935191385020407,-0.0966664550579797,0.94
"GRIA3",3791,-4.22110835684023,0.0175381020648391,4.7921760391198e-05,8.04053174823909e-05,0.94998047746213,-0.0740302291890096,0.95
"NCALD",8065,-4.22055779869294,0.0224340789889326,4.88997555012225e-05,8.18362980036658e-05,0.936477133544859,-0.0946843270332332,0.94
"MYL12A",6098,4.22034111984208,0.0267101599173921,4.88997555012225e-05,8.18362980036658e-05,1.08126937645274,0.112725986216926,1.08
"BTAF1",6129,4.21965880752309,0.0306944534649204,4.88997555012225e-05,8.18362980036658e-05,1.09392977033321,0.129520120905359,1.09
