"","ID","logFC","AveExpr","t","P.Value","adj.P.Val","B","FC","FC_round"
"CCL2","CCL2",0.479493817432245,1.04903420571038,7.50891217333117,8.65704517014617e-14,2.74901512002312e-12,20.5615573401384,1.39425439379278,1.39
"PSMB8","PSMB8",0.474749437140288,0.543297724918982,11.5254271760312,7.14366714956327e-30,1.17812897748846e-27,56.9505350952284,1.38967684406071,1.39
"FCN1","FCN1",0.473092770636625,-0.426414632987699,11.8832808894767,1.35110783847728e-31,2.70883875459416e-29,60.8634831626528,1.38808197495995,1.39
"GZMB","GZMB",0.472694273859479,-0.520947899267574,11.6470909478395,1.87578287941616e-30,3.25082710881869e-28,58.2690427386961,1.38769861618306,1.39
"CCL19","CCL19",0.47133865518519,0.303677794959815,5.56779186162769,2.89932374386588e-08,3.47138000948813e-07,8.20074463359943,1.38639528695684,1.39
"CAV1","CAV1",0.465277165171835,0.657875886139381,9.68329972945936,9.71192153833828e-22,6.36614420909472e-20,38.5093417481373,1.38058256027506,1.38
"CASP1","CASP1",0.464193791962448,-0.0826927293353288,12.8498570644699,1.78055504572491e-36,6.50220547947756e-34,71.9523787414243,1.37954621879317,1.38
"CD74","CD74",0.457462574735397,1.79569307958348,9.43054279100832,1.01102337729665e-20,6.16053600453839e-19,36.2067205797726,1.3731246288894,1.37
"ANXA1","ANXA1",0.452618819450709,1.00927010270374,11.0069027060888,1.85877728154489e-27,2.40582249415146e-25,51.4689798066252,1.36852218229485,1.37
"IFI16","IFI16",0.45203447827426,0.742753139749466,11.0994290723011,7.00441194916162e-28,9.423698971076e-26,52.4306559118879,1.36796799592043,1.37
"MMP7","MMP7",0.450458905677009,1.91665867183223,5.69168866341681,1.42837192781065e-08,1.82849953296945e-07,8.88378593919937,1.36647484849007,1.37
"CDH13","CDH13",0.447481582736406,-0.444629004658211,11.8297267631006,2.46309431368138e-31,4.75191308630039e-29,60.2712037518631,1.36365773078886,1.36
"ARHGDIB","ARHGDIB",0.445625437126282,1.43547115886229,10.3888298479742,1.04759043359875e-24,9.4793028172984e-23,45.2305581513559,1.36190440130987,1.36
"GZMK","GZMK",0.439330988497925,-0.173031580452774,8.77204716298075,3.47740971184887e-18,1.66931992035938e-16,30.472313515525,1.35597538406624,1.36
"RAC2","RAC2",0.438055550645567,0.0485064517416751,10.061106619559,2.63984671249845e-23,2.0295062131802e-21,42.055009310334,1.35477714186786,1.35
"APOBEC3G","APOBEC3G",0.436589850177622,0.00841172558150411,10.9156557608075,4.83246245822997e-27,5.88237245659541e-25,50.5276483116527,1.35340146017825,1.35
"TNFAIP3","TNFAIP3",0.432600911454023,-0.0545774134984021,12.8363843753588,2.09319097511694e-36,7.38030266226577e-34,71.7926767805922,1.34966457967885,1.35
"TMSB10","TMSB10",0.431627882217397,3.40862914422302,9.25457322781294,4.99811278609846e-20,2.83920573543649e-18,34.63675211123,1.34875460196961,1.35
"LCP2","LCP2",0.428194714774714,-0.166439233259265,11.5914199633212,3.4639768264209e-30,5.80642017215634e-28,57.664202813932,1.34554879960263,1.35
"PTPRC","PTPRC",0.42763014457819,-0.317479848492985,13.2881480336411,8.53521407006031e-39,4.15583637458889e-36,77.2257273102625,1.34502234868282,1.35
"LTF","LTF",0.426156800539444,0.554408355703885,4.24512895249897,2.27676391751732e-05,0.000131228359958369,1.82475260123076,1.34364945347098,1.34
