"","Row","d.value","stdev","rawp","q.value","R.fold","logFC","FC_round"
"ANG",1901,5.30571066541443,0.049641881438026,0,0,1.20029203400694,0.263385459796973,1.2
"STK32B",8233,5.91716719818027,0.0444483310131695,0,0,1.19997820802581,0.263008206284986,1.2
"ATP1A1",6197,4.53324712214386,0.0579394240398839,3.9119804400978e-06,1.44871538131228e-05,1.19968340225827,0.262653727287478,1.2
"RNF186",2664,3.20073217867177,0.0818977944428247,0.00148068459657702,0.00293688067360823,1.19925038777801,0.262132906035395,1.2
"MEIS2",9602,6.46099410623184,0.0405693685358966,0,0,1.19923837199179,0.262118451003975,1.2
"TSPAN8",9079,2.98090368229662,0.0876893245724254,0.00310904645476773,0.00556960117679076,1.19863585106625,0.261393430516046,1.2
"GDPD3",4826,5.47494309931115,0.0477356404259723,0,0,1.1985996976866,0.261349915141375,1.2
"RAP1GAP",1762,4.45787779174979,0.0585657338026273,8.80195599022005e-06,3.18094632932934e-05,1.19837454460102,0.261078884076262,1.2
"ADI1",1868,4.79279727281094,0.0544426811521662,1.9559902200489e-06,7.50455445723816e-06,1.19825315099117,0.260932733750619,1.2
"TM4SF5",1672,4.17861834162651,0.0624346249543578,2.93398533007335e-05,9.22557924910479e-05,1.19821804783831,0.260890468986852,1.2
"HOXC10",3197,7.75685044743223,0.0336038776873151,0,0,1.1980268597308,0.260660253674308,1.2
"CAMK2N1",1389,5.72859503282641,0.0455000732221948,0,0,1.19801958518755,0.260651493453903,1.2
"ASPA",1526,3.93987927969947,0.0659302626376163,9.68215158924205e-05,0.000271329141284198,1.1972772533368,0.259757275671089,1.2
"KCNK5",6219,3.87708775217549,0.0669210432000927,0.00012518337408313,0.000338344086347315,1.1970295414607,0.259458756953886,1.2
"PKD2",3869,5.54607255275583,0.0467783074288108,0,0,1.1970105659198,0.259435886895302,1.2
"SPAG5",3209,4.6802576868222,0.0553821335953213,1.9559902200489e-06,7.50455445723816e-06,1.19681706922946,0.259202656472116,1.2
"SOD3",4174,6.06989792321835,0.0426776159786091,0,0,1.1966894185327,0.25904877259647,1.2
"ACKR3",9928,4.75542504178774,0.0544225401355118,1.9559902200489e-06,7.50455445723816e-06,1.1964849998965,0.258802310198111,1.2
